,OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu)
2492,25847,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61543,-122.32657,1917-01-01,1.0,3,27544,0,27544,"Office, Parking",Office,22365.0,94.0,1092060.75
2506,25886,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61161,-122.34592,1989-01-01,1.0,7,47415,0,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,,1552850.625
2512,25907,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1961-01-01,1.0,3,22960,0,22960,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,,2447325.5
2514,25914,NonResidential,Supermarket / Grocery Store,3,EAST,47.62048,-122.31386,1998-01-01,1.0,1,44739,0,44739,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,17.0,15006878.0
2518,25932,NonResidential,Mixed Use Property,4,NORTHEAST,47.66816,-122.27706,1948-01-01,1.0,1,22778,0,22778,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,,2675057.75
2519,25935,NonResidential,Worship Facility,6,BALLARD,47.68517,-122.38733,1956-01-01,1.0,2,21562,0,21562,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,20.0,1000251.875
2521,25954,NonResidential,Other,3,CENTRAL,47.62322,-122.29006,1959-01-01,1.0,1,25753,0,25753,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,1612521.0
2522,25955,NonResidential,Other,3,EAST,47.62816,-122.28067,1928-01-01,1.0,3,71280,0,71280,Other - Recreation,Other - Recreation,71280.0,,23204450.0
2524,25965,NonResidential,Senior Care Community,3,EAST,47.63429,-122.27652,1963-01-01,1.0,16,153312,0,153312,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,51.0,22092840.0
2530,25992,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61811,-122.33908,2009-01-01,1.0,19,1206670,201857,1004813,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,87.0,27917688.0
2535,26002,NonResidential,Worship Facility,2,SOUTHEAST,47.53857,-122.28026,1968-01-01,1.0,1,24200,0,24200,"Parking, Worship Facility",Worship Facility,24200.0,73.0,900697.125
2540,26017,NonResidential,Residence Hall,7,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,1981-01-01,1.0,4,23513,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,,1778251.875
2547,26040,NonResidential,Self-Storage Facility,1,DELRIDGE,47.56785,-122.37039,1994-01-01,1.0,3,66610,0,66610,Self-Storage Facility,Self-Storage Facility,66720.0,,742571.5
2548,26233,NonResidential,Other,2,GREATER DUWAMISH,47.56774,-122.33289,1950-01-01,1.0,1,36000,0,36000,"Office, Other",Other,34000.0,,3823703.75
2559,26098,NonResidential,K-12 School,5,NORTHWEST,47.71387,-122.3535,1938-01-01,1.0,2,23222,0,23222,K-12 School,K-12 School,15006.0,62.0,1331981.25
2562,26115,NonResidential,Mixed Use Property,3,EAST,47.61426,-122.3253,1924-01-01,1.0,2,24476,0,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,,2800725.0
2564,26119,NonResidential,Retail Store,3,EAST,47.61386,-122.32481,1910-01-01,0.0,2,24750,0,24750,"Medical Office, Office, Retail Store",Retail Store,19240.0,,906960.625
2567,26125,NonResidential,K-12 School,3,EAST,47.61339,-122.32594,1904-01-01,1.0,3,60000,0,60000,K-12 School,K-12 School,48783.0,52.0,3928621.25
2568,26126,NonResidential,Other,3,EAST,47.61449,-122.32592,1954-01-01,1.0,2,46560,0,46560,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,,734550.6875
2575,26139,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1980-01-01,1.0,3,30408,0,30408,"Bank Branch, Parking",Bank Branch,25000.0,61.0,1469861.875
2579,26146,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1920-01-01,1.0,3,30109,0,30109,"Office, Parking",Office,28400.0,89.0,1589657.75
2583,26154,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1960-01-01,1.0,2,25481,0,25481,Office,Office,25481.0,92.0,1052797.5
2584,26157,NonResidential,Senior Care Community,2,SOUTHEAST,47.53515,-122.26556,1967-01-01,1.0,1,141297,0,141297,Senior Care Community,Senior Care Community,141297.0,76.0,20378838.0
2593,26183,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62298,-122.33082,1912-01-01,1.0,2,27788,0,27788,"Office, Other - Restaurant/Bar",Office,32610.0,73.0,2127889.25
2603,26218,NonResidential,Hotel,5,NORTHWEST,47.729,-122.34473,1990-01-01,1.0,4,41704,8584,33120,Hotel,Hotel,41704.0,73.0,1974631.125
2606,26235,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56683,-122.33358,1941-01-01,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,53.0,723060.1875
2607,26236,NonResidential,Other,2,GREATER DUWAMISH,47.5661,-122.33358,1946-01-01,1.0,2,31360,0,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,1886366.625
2608,26237,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.56555,-122.33362,1947-01-01,1.0,1,30496,0,30496,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,14344.0,,2217613.5
2614,26254,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61545,-122.3238,1922-01-01,1.0,3,27600,0,27600,"Office, Retail Store",Office,13175.0,84.0,1103795.25
2623,26289,NonResidential,Senior Care Community,6,Northwest,47.66312,-122.35311,1961-01-01,1.0,2,55974,0,55974,Senior Care Community,Senior Care Community,56000.0,98.0,6412428.0
2628,26324,NonResidential,Senior Care Community,5,NORTH,47.70883,-122.28887,1954-01-01,1.0,1,22583,0,22583,Senior Care Community,Senior Care Community,22583.0,95.0,2123591.75
2631,26331,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.66117,-122.3391,1997-01-01,0.0,3,31686,7358,24328,"Food Service, Library, Office, Parking",Office,25927.0,35.0,2305643.5
2632,26348,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6483,-122.33438,1981-01-01,1.0,3,26694,6034,20660,"Office, Parking",Office,24914.0,92.0,735909.0
2636,26359,NonResidential,Warehouse,5,NORTHWEST,47.70833,-122.34429,1972-01-01,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,69.0,227509.5
2637,26379,NonResidential,Hotel,2,GREATER DUWAMISH,47.54774,-122.32091,1992-01-01,1.0,3,22452,0,22452,Hotel,Hotel,22452.0,85.0,1269576.0
2642,26392,NonResidential,Other,4,NORTHEAST,47.66148,-122.31279,1912-01-01,1.0,2,25767,0,25767,Bank Branch,Bank Branch,17434.0,22.0,1620383.625
2643,26393,NonResidential,Retail Store,4,NORTHEAST,47.66188,-122.31279,1953-01-01,1.0,4,33910,0,33910,"Office, Retail Store",Retail Store,14585.0,75.0,1904055.75
2644,26396,NonResidential,Worship Facility,4,NORTHEAST,47.6645,-122.31224,1927-01-01,1.0,2,78401,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,,2846592.0
2654,26460,NonResidential,Warehouse,4,LAKE UNION,47.64748,-122.33435,1979-01-01,1.0,2,78716,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,38.0,4311327.5
2655,26465,NonResidential,K-12 School,4,LAKE UNION,47.66389,-122.33692,1910-01-01,1.0,2,33300,0,33300,K-12 School,K-12 School,30740.0,92.0,1903636.375
2656,26473,NonResidential,Supermarket / Grocery Store,4,LAKE UNION,47.66185,-122.33594,1957-01-01,1.0,1,28808,0,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,29.0,9450746.0
2667,26528,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66345,-122.3134,1957-01-01,1.0,1,27966,7004,20962,"Office, Parking",Office,20962.0,58.0,1181649.25
2668,26529,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.66429,-122.31389,1950-01-01,1.0,1,26226,0,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,37.0,7798479.5
2670,26532,NonResidential,Mixed Use Property,4,NORTHEAST,47.66182,-122.31345,1928-01-01,,2,20760,0,20760,,,,,
2671,26535,NonResidential,Mixed Use Property,4,NORTHEAST,47.6616,-122.31393,1976-01-01,1.0,2,34948,15755,19193,"Bank Branch, Parking",Bank Branch,19183.0,17.0,1223177.375
2680,26587,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6342,-122.32661,1998-01-01,1.0,3,37639,9999,27640,"Laboratory, Office",Office,20434.0,,6197824.5
2682,26593,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60102,-122.33378,1900-01-01,1.0,4,22840,0,22840,"Office, Other",Office,18400.0,64.0,983053.375
2683,26594,NonResidential,Other,7,DOWNTOWN,47.60135,-122.33327,1900-01-01,1.0,1,21420,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420.0,,812371.625
2684,26596,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6011,-122.33197,1900-01-01,1.0,1,20880,0,20880,Office,Office,20880.0,94.0,683274.0
2686,26600,NonResidential,Mixed Use Property,7,DOWNTOWN,47.59938,-122.33197,1966-01-01,1.0,3,26000,0,26000,"Office, Other - Entertainment/Public Assembly",Office,13000.0,,1063035.875
2687,26601,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33201,1900-01-01,1.0,3,38675,0,38675,"Office, Restaurant",Office,12100.0,,1956121.125
2688,26602,Nonresidential COS,Small- and Mid-Sized Office,7,DOWNTOWN,47.59986,-122.33195,1929-01-01,1.0,4,49951,0,49951,"Office, Other",Office,32039.0,,5683758.0
2691,26611,NonResidential,Medical Office,2,SOUTHEAST,47.5195,-122.26935,2010-01-01,1.0,2,25880,0,25880,Medical Office,Medical Office,25880.0,8.0,1956483.5
2695,26657,NonResidential,Worship Facility,4,NORTHEAST,47.66517,-122.31037,1927-01-01,1.0,3,41013,0,41013,"Office, Worship Facility",Worship Facility,32098.0,,1191549.25
2697,26667,NonResidential,Other,4,NORTHEAST,47.66453,-122.30999,2004-01-01,1.0,2,21075,0,21075,"Office, Social/Meeting Hall",Social/Meeting Hall,18075.0,,1715969.625
2699,26670,NonResidential,Worship Facility,4,NORTHEAST,47.67842,-122.31949,1950-01-01,1.0,3,46485,0,46485,Worship Facility,Worship Facility,63922.0,83.0,1689227.75
2704,26681,NonResidential,Small- and Mid-Sized Office,6,NORTHWEST,47.67819,-122.3231,1965-01-01,1.0,4,56896,0,56896,"Office, Parking",Office,40768.0,96.0,1507071.5
2706,26695,NonResidential,Worship Facility,6,NORTHWEST,47.67783,-122.32577,1978-01-01,1.0,2,27500,0,27500,Worship Facility,Worship Facility,27500.0,60.0,654455.1875
2707,26705,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59856,-122.33248,1930-01-01,1.0,2,36630,0,36630,"Distribution Center, Office",Office,22000.0,90.0,541943.3125
2708,26706,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33115,1900-01-01,0.0,3,26830,0,26830,"Office, Other",Office,16838.0,,2139205.25
2709,26708,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59971,-122.33065,1906-01-01,1.0,5,41920,0,41920,Office,Office,41920.0,95.0,1103594.75
2710,26710,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60048,-122.33157,1905-01-01,1.0,5,36879,0,36879,Office,Office,44000.0,92.0,1664247.375
2711,26711,NonResidential,Other,7,DOWNTOWN,47.60055,-122.33057,1904-01-01,1.0,6,29820,0,29820,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,,1624991.375
2715,26719,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60026,-122.3299,1905-01-01,0.0,2,33640,0,33640,Office,Office,27322.0,70.0,1144343.125
2716,26720,NonResidential,Warehouse,7,DOWNTOWN,47.59986,-122.32987,1906-01-01,1.0,4,43484,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,18.0,1567040.75
2720,26726,NonResidential,Mixed Use Property,2,DOWNTOWN,47.599,-122.32717,1900-01-01,1.0,3,22480,0,22480,"Office, Other, Retail Store",Office,10800.0,,981009.125
2721,26728,NonResidential,Hotel,2,DOWNTOWN,47.5985,-122.32677,1925-01-01,1.0,4,33018,0,33018,"Hotel, Retail Store",Hotel,23193.0,49.0,5153234.0
2723,26731,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.5962,-122.32548,1970-01-01,1.0,2,26510,0,26510,Office,Office,30800.0,91.0,1017753.188
2737,26759,NonResidential,Warehouse,4,LAKE UNION,47.65429,-122.32618,1938-01-01,1.0,1,40028,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,80.0,942415.1875
2738,26761,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.65373,-122.32721,2007-01-01,1.0,3,44510,18228,26282,"Office, Parking",Office,26282.0,23.0,2250450.5
2739,26773,NonResidential,Worship Facility,5,NORTH,47.71705,-122.28577,1954-01-01,1.0,1,21624,0,21624,Worship Facility,Worship Facility,21624.0,90.0,730124.5
2747,26833,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59819,-122.32599,1993-01-01,0.0,3,21600,0,21600,"Office, Restaurant",Office,11600.0,,1514428.75
2748,26834,NonResidential,Mixed Use Property,2,DOWNTOWN,47.59769,-122.32537,1909-01-01,1.0,3,20620,0,20620,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,10060.0,,791926.875
2751,26838,NonResidential,Hotel,2,DOWNTOWN,47.59983,-122.32598,1910-01-01,1.0,5,40552,0,40552,Hotel,Hotel,40552.0,99.0,1377497.25
2759,26847,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.60105,-122.32542,1909-01-01,1.0,3,31432,0,31432,"Multifamily Housing, Office, Other",Office,23059.0,,1439572.375
2761,26849,NonResidential,Retail Store,2,DOWNTOWN,47.59935,-122.32468,1917-01-01,1.0,2,24550,0,24550,"Office, Retail Store",Retail Store,13500.0,100.0,1031447.625
2770,26883,NonResidential,Other,3,CENTRAL,47.60285,-122.31458,1908-01-01,1.0,3,25864,0,25864,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,,1028277.313
2774,26905,NonResidential,Other,4,NORTHEAST,47.66192,-122.30998,1924-01-01,1.0,3,20686,0,20686,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,,1321763.125
2775,26906,NonResidential,Residence Hall,4,NORTHEAST,47.6617,-122.31007,1929-01-01,1.0,3,22124,0,22124,Residence Hall/Dormitory,Residence Hall/Dormitory,22124.0,82.0,652060.0
2778,26909,NonResidential,Residence Hall,4,NORTHEAST,47.66289,-122.30863,1926-01-01,1.0,3,27487,0,27487,Residence Hall/Dormitory,Residence Hall/Dormitory,27487.0,82.0,1753311.875
2779,26911,NonResidential,Residence Hall,4,NORTHEAST,47.66164,-122.30874,1926-01-01,1.0,4,23616,0,23616,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,55.0,1771038.0
2781,26922,NonResidential,Residence Hall,4,NORTHEAST,47.66238,-122.30801,1976-01-01,1.0,3,33448,0,33448,Residence Hall/Dormitory,Residence Hall/Dormitory,33448.0,78.0,1073833.25
2782,26924,Nonresidential COS,Mixed Use Property,2,EAST,47.60153,-122.31986,2005-01-01,0.0,2,29508,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,,2506557.5
2783,26930,NonResidential,Senior Care Community,3,CENTRAL,47.60133,-122.31088,1987-01-01,1.0,2,74840,0,74840,Senior Care Community,Senior Care Community,74840.0,48.0,8485438.0
2784,26933,Nonresidential COS,Other,3,CENTRAL,47.60133,-122.31088,1913-01-01,1.0,3,20992,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,,2879554.5
2785,26939,NonResidential,K-12 School,3,CENTRAL,47.6032,-122.30596,1925-01-01,1.0,2,22344,0,22344,K-12 School,K-12 School,22344.0,40.0,1663727.125
2789,26956,NonResidential,University,3,EAST,47.62531,-122.32303,1921-01-01,1.0,3,31900,0,31900,College/University,College/University,26000.0,,2737986.0
2790,26961,Nonresidential COS,Other,6,BALLARD,47.68475,-122.38257,1950-01-01,1.0,2,29417,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,,1816709.0
2791,26973,NonResidential,Mixed Use Property,2,DOWNTOWN,47.59737,-122.32487,1909-01-01,1.0,3,49299,0,49299,"Multifamily Housing, Office, Restaurant",Office,24099.0,,4821852.0
2795,26986,NonResidential,Supermarket / Grocery Store,1,SOUTHWEST,47.58217,-122.38479,1997-01-01,1.0,1,31841,0,31841,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,,13584036.0
2798,26994,NonResidential,Mixed Use Property,3,EAST,47.627,-122.29153,1988-01-01,1.0,2,21036,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,,2830649.5
2800,26997,NonResidential,Mixed Use Property,4,NORTHEAST,47.66272,-122.31798,1999-01-01,1.0,2,32928,0,32928,"Office, Other, Parking, Retail Store",Parking,24288.0,9.0,5652231.0
2803,27013,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54761,-122.32759,1960-01-01,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,33.0,1529218.125
2804,27016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54494,-122.32543,1969-01-01,1.0,1,35017,0,35017,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,66.0,1394293.5
2805,27020,NonResidential,Residence Hall,4,NORTHEAST,47.66281,-122.30819,1950-01-01,1.0,3,29084,0,29084,Residence Hall/Dormitory,Residence Hall/Dormitory,26000.0,66.0,1741865.25
2815,27080,NonResidential,Worship Facility,3,SOUTHEAST,47.58671,-122.30201,1963-01-01,1.0,2,22952,0,22952,"Parking, Worship Facility",Worship Facility,22962.0,98.0,545136.5
2829,27117,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54443,-122.32688,1976-01-01,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,43.0,657383.1875
2830,27122,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54491,-122.32758,1951-01-01,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,52.0,1539819.875
2831,27131,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54333,-122.32792,1974-01-01,1.0,1,25620,0,25620,Distribution Center,Distribution Center,25620.0,82.0,652579.875
2832,27141,NonResidential,Warehouse,2,DOWNTOWN,47.59775,-122.32219,1992-01-01,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,14.0,1632472.0
2833,27142,NonResidential,K-12 School,3,EAST,47.60745,-122.32542,1912-01-01,1.0,4,27800,0,27800,K-12 School,K-12 School,11093.0,8.0,1275996.25
2835,27145,NonResidential,Large Office,7,DOWNTOWN,47.60331,-122.33389,2000-01-01,1.0,6,706176,0,706176,"Bank Branch, Office, Parking",Office,222807.0,82.0,13473994.0
2839,27162,NonResidential,Supermarket / Grocery Store,1,SOUTHWEST,47.54427,-122.38609,1998-01-01,1.0,1,33706,0,33706,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,22.0,8992072.0
2841,27184,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1961-01-01,1.0,2,37600,0,37600,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,,2477406.25
2862,27244,NonResidential,Other,3,EAST,47.61314,-122.32262,1912-01-01,1.0,3,33708,0,33708,Other,Other,33708.0,,835610.875
2881,27303,NonResidential,Other,5,North,47.73368,-122.31366,1948-01-01,1.0,2,47237,0,47237,Other,Other,47661.0,,5996179.5
2896,27378,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.68217,-122.31675,1997-01-01,1.0,1,76585,38585,38000,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41447.0,18.0,14368231.0
2897,27381,NonResidential,Worship Facility,4,NORTHEAST,47.66295,-122.31494,1938-01-01,1.0,3,26373,0,26373,Worship Facility,Worship Facility,26373.0,75.0,1172287.125
2901,27389,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60207,-122.28481,1956-01-01,6.0,2,75868,0,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,50379.0,,3605749.75
2904,27406,NonResidential,Mixed Use Property,3,EAST,47.62164,-122.31238,1947-01-01,1.0,2,21656,0,21656,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,5656.0,,1607972.25
2912,27455,Nonresidential COS,Distribution Center,7,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,1921-01-01,1.0,3,23040,0,23040,Distribution Center,Distribution Center,23040.0,,472415.4063
2913,27456,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1956-01-01,1.0,2,36771,0,36771,Other,Other,34856.0,,5400237.5
2916,27482,NonResidential,Warehouse,1,GREATER DUWAMISH,47.53104,-122.32784,1977-01-01,1.0,1,24024,0,24024,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,14314.0,,404484.4063
2917,27488,NonResidential,Warehouse,1,GREATER DUWAMISH,47.53326,-122.32579,1953-01-01,1.0,1,42420,0,42420,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,27420.0,34.0,1129170.375
2918,27494,NonResidential,Distribution Center,1,GREATER DUWAMISH,47.53379,-122.33063,1979-01-01,1.0,1,36982,0,36982,"Distribution Center, Office",Distribution Center,34382.0,,405866.9063
2919,27504,NonResidential,Warehouse,1,GREATER DUWAMISH,47.53651,-122.32954,1964-01-01,1.0,2,23400,0,23400,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,20002.0,,454896.5
2924,27532,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62518,-122.35317,1948-01-01,1.0,2,30720,0,30720,"Office, Other, Parking",Other,28120.0,,1915150.75
2926,27553,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56626,-122.3244,1972-01-01,1.0,1,23232,0,23232,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23232.0,,127374.0
2927,27554,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56501,-122.3248,1974-01-01,1.0,1,35046,0,35046,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32546.0,100.0,1092979.75
2928,27561,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56477,-122.32628,1961-01-01,1.0,1,25577,0,25577,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,13349.0,,883072.875
2929,27562,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56448,-122.32484,1974-01-01,1.0,1,43380,0,43380,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42844.0,89.0,412764.8125
2930,27567,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.65576,-122.34208,1995-01-01,1.0,3,20410,0,20410,Office,Office,20410.0,8.0,2827857.0
2938,27587,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70349,-122.33424,1983-01-01,1.0,3,24696,6300,18396,"Office, Parking",Office,18396.0,87.0,624125.625
2945,27598,NonResidential,Worship Facility,5,NORTHWEST,47.71479,-122.32824,2002-01-01,1.0,1,24955,0,24955,Worship Facility,Worship Facility,24955.0,47.0,773357.0
2962,27668,NonResidential,Other,3,Central,47.62342,-122.29688,1991-01-01,1.0,3,34074,0,34074,Other/Specialty Hospital,Other/Specialty Hospital,34074.0,,8652913.0
2963,27673,NonResidential,Hotel,7,DOWNTOWN,47.60505,-122.3361,2006-01-01,0.0,10,392552,22225,370327,"Hotel, Parking",Hotel,198400.0,23.0,17311366.0
2981,27703,NonResidential,Worship Facility,5,North,47.71856,-122.32084,1961-01-01,1.0,2,76475,0,76475,"Other - Education, Worship Facility",Worship Facility,45442.0,,1913404.25
2982,27704,NonResidential,K-12 School,5,North,47.71923,-122.32171,1988-01-01,1.0,2,32961,0,32961,K-12 School,K-12 School,32961.0,86.0,1719595.125
2985,27721,Nonresidential COS,Other,6,NORTHWEST,47.6875,-122.35496,2004-01-01,1.0,1,27376,14570,12806,"Library, Parking",Library,12806.0,,1155795.125
