,OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu)
205,327,NonResidential,Retail Store,7,DOWNTOWN,47.61229,-122.33629,1925-01-01,1.0,10,693450,0,693450,"Office, Retail Store",Retail Store,361107.0,93.0,40037736.0
206,328,NonResidential,Large Office,7,DOWNTOWN,47.61316,-122.3343,1976-01-01,1.0,33,791396,0,791396,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,622034.0,89.0,42227404.0
207,329,NonResidential,Large Office,7,DOWNTOWN,47.61399,-122.33523,2000-01-01,1.0,23,747747,205076,542671,"Office, Parking, Restaurant",Office,542461.0,90.0,31693704.0
208,330,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61356,-122.33665,1926-01-01,1.0,10,63409,7757,55652,"Office, Retail Store",Office,45260.0,90.0,3826622.5
209,331,NonResidential,Large Office,7,DOWNTOWN,47.61375,-122.33566,1930-01-01,1.0,17,204790,30000,174790,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,91.0,8081443.0
210,332,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61256,-122.33808,1916-01-01,1.0,5,73399,0,73399,"Office, Retail Store",Office,51557.0,61.0,3992167.75
211,333,NonResidential,Large Office,7,DOWNTOWN,47.61391,-122.33725,1969-01-01,1.0,20,265851,32334,233517,"Office, Parking",Office,226454.0,90.0,15742790.0
212,334,NonResidential,Large Office,7,DOWNTOWN,47.61578,-122.33726,2009-01-01,1.0,25,758043,228668,529375,"Office, Parking",Office,582725.0,95.0,27018020.0
213,335,NonResidential,Large Office,7,DOWNTOWN,47.61641,-122.34112,1968-01-01,1.0,12,206000,0,206000,"Office, Parking",Office,161000.0,91.0,9075988.0
214,336,NonResidential,Large Office,7,DOWNTOWN,47.61555,-122.33582,2009-01-01,1.0,36,824887,154972,669915,"Office, Parking",Office,743562.0,97.0,39360016.0
215,337,NonResidential,Large Office,7,DOWNTOWN,47.61516,-122.33303,1990-01-01,1.0,16,480840,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,94.0,18468776.0
216,339,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60266,-122.33332,1900-01-01,1.0,7,89550,0,89550,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,85.0,4135330.5
217,340,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60219,-122.33347,1900-01-01,1.0,6,89355,0,89355,"Office, Retail Store",Office,82355.0,66.0,4188308.75
218,341,NonResidential,Large Office,7,DOWNTOWN,47.6036,-122.33288,1922-01-01,1.0,15,388934,0,388934,Office,Office,388934.0,89.0,18982748.0
219,342,NonResidential,Large Office,7,DOWNTOWN,47.60403,-122.33497,1929-01-01,1.0,22,384302,0,384302,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,98.0,10471812.0
220,343,NonResidential,Large Office,7,DOWNTOWN,47.6037,-122.33447,1958-01-01,1.0,17,378525,84600,293925,"Office, Parking",Office,236827.0,69.0,0.0
221,345,NonResidential,Large Office,7,DOWNTOWN,47.60505,-122.33427,1983-01-01,1.0,47,1323055,0,1323055,"Office, Parking, Restaurant",Office,1011135.0,94.0,44683660.0
222,346,NonResidential,Large Office,7,DOWNTOWN,47.60567,-122.33511,1986-01-01,1.0,41,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,470416.0,84.0,24603420.0
223,347,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60542,-122.33588,1950-01-01,1.0,6,91091,1392,89699,"Office, Parking",Office,89699.0,,1916413.75
224,348,NonResidential,Large Office,7,DOWNTOWN,47.60581,-122.33664,1968-01-01,1.0,8,157941,62993,94948,"Office, Parking",Office,84838.0,81.0,3743228.5
225,349,NonResidential,Large Office,7,DOWNTOWN,47.60614,-122.33674,1991-01-01,1.0,29,635303,197231,438072,"Office, Parking",Office,522667.0,95.0,18754466.0
227,351,NonResidential,Large Office,7,DOWNTOWN,47.60655,-122.33533,1980-01-01,1.0,34,776762,162604,614158,"Office, Parking",Office,606050.0,81.0,32577050.0
228,352,NonResidential,Large Office,7,DOWNTOWN,47.60671,-122.33456,1972-01-01,1.0,14,186768,23775,162993,"Data Center, Office, Parking",Office,182540.0,95.0,9843217.0
229,353,NonResidential,Large Office,7,DOWNTOWN,47.60615,-122.33388,1969-01-01,1.0,49,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,89.0,47518124.0
230,354,NonResidential,Large Office,7,DOWNTOWN,47.60549,-122.33319,2002-01-01,1.0,37,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,765351.0,93.0,42071712.0
231,355,NonResidential,Large Office,7,DOWNTOWN,47.60616,-122.33165,1973-01-01,1.0,42,617684,171500,446184,"Financial Office, Office, Parking, Retail Store",Office,581558.0,28.0,71568952.0
232,356,NonResidential,Large Office,7,DOWNTOWN,47.60471,-122.33261,1907-01-01,1.0,8,201480,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,161762.0,91.0,9510490.0
233,357,Nonresidential COS,Large Office,3,DOWNTOWN,47.60501,-122.32988,1990-01-01,1.0,63,1354987,159600,1195387,"Office, Parking",Office,1191115.0,89.0,61576184.0
234,358,Nonresidential COS,Large Office,3,DOWNTOWN,47.60421,-122.32919,2001-01-01,1.0,14,310490,0,310490,"Data Center, Office, Other",Office,269284.0,,21960822.0
235,359,Nonresidential COS,Large Office,7,DOWNTOWN,47.60377,-122.32971,2003-01-01,1.0,8,199530,30660,168870,"Office, Other, Parking, Restaurant",Office,160418.0,69.0,13972700.0
236,360,NonResidential,Large Office,7,DOWNTOWN,47.60249,-122.32854,2006-01-01,1.0,13,372242,52703,319539,"Office, Parking",Office,319539.0,98.0,13862720.0
237,361,NonResidential,Large Office,7,DOWNTOWN,47.60193,-122.32812,1909-01-01,1.0,7,114395,8296,106099,Office,Office,96582.0,99.0,2970604.25
238,363,NonResidential,Retail Store,4,NORTHEAST,47.66024,-122.31278,1978-01-01,1.0,2,89200,0,89200,Retail Store,Retail Store,89200.0,83.0,6707359.5
239,364,NonResidential,Large Office,4,NORTHEAST,47.66072,-122.31466,1971-01-01,1.0,23,474546,0,474546,Office,Office,474546.0,77.0,29997380.0
240,365,NonResidential,Other,4,NORTHEAST,47.6606,-122.31512,1969-01-01,1.0,5,36000,0,36000,Data Center,Data Center,36000.0,96.0,30038490.0
241,366,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.661,-122.31626,1961-01-01,0.0,5,99005,0,99005,Office,Office,79555.0,70.0,5008123.5
242,367,NonResidential,Large Office,4,NORTHEAST,47.66065,-122.31689,2002-01-01,1.0,6,135051,44248,90803,"Office, Parking",Office,95943.0,88.0,4426136.0
243,368,NonResidential,Large Office,4,NORTHEAST,47.65999,-122.31741,2002-01-01,1.0,5,220649,82720,137929,"Office, Parking",Office,145754.0,93.0,7046345.5
244,369,NonResidential,Self-Storage Facility,7,DOWNTOWN,47.61591,-122.33238,1964-01-01,1.0,5,93660,0,93660,Self-Storage Facility,Self-Storage Facility,93660.0,,940359.1875
245,370,NonResidential,Large Office,7,DOWNTOWN,47.61597,-122.33086,1980-01-01,1.0,18,413715,64660,349055,"Office, Parking",Office,348270.0,79.0,24224888.0
246,371,NonResidential,Mixed Use Property,7,DOWNTOWN,47.6177,-122.3306,2000-01-01,1.0,11,381381,195621,185760,"Fitness Center/Health Club/Gym, Office, Parking",Parking,182820.0,94.0,9944328.0
247,372,NonResidential,Large Office,7,DOWNTOWN,47.61695,-122.32965,1988-01-01,1.0,20,497513,118744,378769,"Office, Parking",Office,367623.0,65.0,0.0
248,373,NonResidential,Large Office,7,DOWNTOWN,47.61431,-122.34244,1979-01-01,1.0,24,543876,116721,427155,"Office, Parking",Office,424044.0,79.0,26144226.0
249,374,NonResidential,Mixed Use Property,7,DOWNTOWN,47.6177,-122.3545,1980-01-01,1.0,4,109347,38700,70647,"Laboratory, Office, Parking",Laboratory,42389.0,,8381544.5
250,375,NonResidential,Large Office,7,DOWNTOWN,47.6182,-122.352,1982-01-01,1.0,6,396626,124216,272410,"Office, Parking",Office,274002.0,64.0,20179120.0
251,376,NonResidential,Large Office,7,DOWNTOWN,47.61598,-122.34369,2002-01-01,1.0,6,287471,83591,203880,"Office, Other, Other - Restaurant/Bar, Parking",Office,191814.0,74.0,14913424.0
252,377,NonResidential,Large Office,7,DOWNTOWN,47.61734,-122.34434,1947-01-01,1.0,3,192630,48512,144118,"Office, Parking",Office,146157.0,94.0,5569686.0
253,379,NonResidential,Large Office,7,DOWNTOWN,47.6176,-122.35686,1984-01-01,1.0,8,253103,61986,191117,"Laboratory, Office, Other, Parking",Office,158681.0,3.0,29949248.0
254,381,NonResidential,Supermarket / Grocery Store,6,NORTHWEST,47.7019,-122.36374,1956-01-01,1.0,1,60880,0,60880,Supermarket/Grocery Store,Supermarket/Grocery Store,61666.0,54.0,14736775.0
255,382,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60227,-122.33202,1900-01-01,1.0,5,50176,0,50176,"Office, Other, Restaurant",Office,50328.0,77.0,2933288.75
256,383,NonResidential,Large Office,7,DOWNTOWN,47.60198,-122.33174,1912-01-01,1.0,42,304346,0,304346,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,245028.0,72.0,24880988.0
257,384,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54066,-122.33023,1977-01-01,1.0,1,128800,0,128800,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,119200.0,97.0,2098949.75
258,385,NonResidential,Large Office,7,DOWNTOWN,47.60932,-122.33388,1927-01-01,1.0,8,321945,0,321945,"Office, Performing Arts, Retail Store",Office,166919.0,76.0,14072349.0
259,386,NonResidential,Large Office,7,DOWNTOWN,47.60842,-122.33305,1964-01-01,1.0,22,336330,0,336330,"Office, Other - Restaurant/Bar, Parking",Office,256299.0,77.0,19730534.0
260,387,NonResidential,Large Office,7,DOWNTOWN,47.60869,-122.33588,1960-01-01,1.0,21,298426,0,298426,"Office, Other - Education, Parking",Office,286538.0,79.0,28559888.0
261,388,NonResidential,Large Office,7,DOWNTOWN,47.60896,-122.33481,1976-01-01,1.0,42,635824,0,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,718473.0,69.0,48479988.0
262,389,NonResidential,Hotel,7,DOWNTOWN,47.60804,-122.33391,1923-01-01,1.0,12,542305,0,542305,"Hotel, Swimming Pool",Hotel,542305.0,45.0,57051236.0
263,390,NonResidential,Retail Store,2,SOUTHEAST,47.57936,-122.29744,1980-01-01,1.0,2,291940,0,291940,"Office, Retail Store",Retail Store,191940.0,80.0,12080064.0
264,391,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.52871,-122.29443,1970-01-01,0.0,1,88400,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,42.0,4811200.0
265,392,NonResidential,Warehouse,5,NORTHWEST,47.72912,-122.34677,1960-01-01,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51116.0,96.0,1109137.125
266,393,NonResidential,Other,7,LAKE UNION,47.62323,-122.33028,2009-01-01,1.0,5,141131,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,,3085814.0
267,394,NonResidential,Large Office,7,LAKE UNION,47.62333,-122.3296,2001-01-01,1.0,5,176532,70067,106465,"Office, Parking",Office,103494.0,60.0,5803409.0
268,395,NonResidential,Warehouse,6,BALLARD,47.65825,-122.3683,1973-01-01,1.0,1,52500,0,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49395.0,2.0,4243867.0
269,396,NonResidential,Warehouse,6,BALLARD,47.66587,-122.38476,1959-01-01,1.0,2,57300,0,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29001.0,55.0,5095134.5
270,398,NonResidential,Large Office,7,DOWNTOWN,47.61429,-122.35263,1916-01-01,1.0,6,350310,0,350310,"College/University, Office, Restaurant",Office,305233.0,90.0,18102026.0
271,399,NonResidential,Large Office,7,DOWNTOWN,47.60723,-122.33611,1988-01-01,1.0,55,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,994116.0,92.0,55140300.0
272,401,NonResidential,Hotel,7,DOWNTOWN,47.60968,-122.33379,1930-01-01,1.0,21,305548,0,305548,Hotel,Hotel,310000.0,58.0,34527356.0
273,402,NonResidential,Large Office,7,DOWNTOWN,47.61054,-122.33466,1989-01-01,1.0,46,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,89.0,58506844.0
274,403,NonResidential,Large Office,7,DOWNTOWN,47.61003,-122.33452,1958-01-01,1.0,10,135918,0,135918,Office,Office,144570.0,91.0,6771618.5
275,404,NonResidential,Retail Store,7,DOWNTOWN,47.61159,-122.33601,1914-01-01,1.0,4,79957,0,79957,"Office, Retail Store",Retail Store,35694.0,25.0,5171529.0
276,405,NonResidential,Large Office,7,DOWNTOWN,47.61166,-122.33528,1921-01-01,1.0,4,127268,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,62512.0,71.0,7711757.5
277,406,NonResidential,Large Office,7,DOWNTOWN,47.61125,-122.33494,1983-01-01,1.0,29,500000,0,500000,"Office, Parking, Retail Store",Office,411301.0,93.0,19249572.0
278,408,NonResidential,Large Office,7,DOWNTOWN,47.61005,-122.3361,1926-01-01,0.0,10,132326,0,132326,"Office, Other, Retail Store",Office,92006.0,72.0,6146691.5
279,409,NonResidential,Large Office,7,DOWNTOWN,47.61033,-122.3357,1984-01-01,1.0,6,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,83485.0,45.0,7335905.5
280,410,NonResidential,Hotel,7,DOWNTOWN,47.60996,-122.33572,1973-01-01,0.0,19,332067,59280,272787,Hotel,Hotel,332067.0,6.0,37984148.0
281,411,NonResidential,Large Office,7,DOWNTOWN,47.60991,-122.33687,1910-01-01,1.0,10,130513,0,130513,"Office, Restaurant, Retail Store",Office,87391.0,49.0,11792293.0
282,412,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60953,-122.33647,1920-01-01,1.0,8,60660,0,60660,"Office, Retail Store",Office,41958.0,,2586116.0
283,413,NonResidential,Large Office,7,DOWNTOWN,47.60902,-122.33674,1929-01-01,1.0,14,137350,0,137350,Office,Office,124508.0,89.0,6825027.0
284,414,NonResidential,Large Office,7,DOWNTOWN,47.60923,-122.33625,1929-01-01,1.0,15,151039,0,151039,Office,Office,125473.0,84.0,0.0
285,415,NonResidential,Large Office,7,DOWNTOWN,47.61022,-122.33745,1985-01-01,1.0,30,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,72.0,53974556.0
286,416,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60995,-122.33904,1906-01-01,1.0,4,63540,0,63540,Office,Office,56747.0,72.0,3564626.75
287,417,NonResidential,Large Office,7,DOWNTOWN,47.60987,-122.33824,1927-01-01,1.0,10,130893,0,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,87925.0,80.0,7163323.5
288,418,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60821,-122.33899,1910-01-01,1.0,5,79920,0,79920,"Office, Other, Retail Store",Office,39960.0,,2977095.25
290,420,NonResidential,Other,7,DOWNTOWN,47.61164,-122.33446,1996-01-01,1.0,6,147852,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,,9671619.0
291,421,NonResidential,Other,7,DOWNTOWN,47.61185,-122.33421,1996-01-01,0.0,4,267335,166960,100375,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,166960.0,,7378420.5
292,422,NonResidential,Large Office,7,DOWNTOWN,47.61043,-122.33206,1989-01-01,1.0,56,1605578,389860,1215718,"Office, Other, Parking",Office,1314475.0,97.0,50984500.0
293,423,NonResidential,Large Office,7,DOWNTOWN,47.60967,-122.33229,1980-01-01,1.0,36,794592,0,794592,"Office, Other, Parking",Office,748011.0,96.0,27340878.0
294,424,NonResidential,Large Office,7,DOWNTOWN,47.60909,-122.33202,1971-01-01,1.0,21,456304,93204,363100,"Office, Parking",Office,342952.0,74.0,20421248.0
295,425,NonResidential,Large Office,7,DOWNTOWN,47.61029,-122.34089,1986-01-01,1.0,12,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,89.0,4757299.5
296,426,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61116,-122.34748,1999-01-01,1.0,4,87500,17500,70000,"Office, Other",Office,70090.0,72.0,4549892.0
297,427,NonResidential,Large Office,7,DOWNTOWN,47.6117,-122.34778,1998-01-01,1.0,11,374405,184776,189629,"Laboratory, Office",Office,150969.0,72.0,13329024.0
298,428,NonResidential,Other,7,DOWNTOWN,47.61252,-122.34351,1985-01-01,1.0,12,193500,38000,155500,Other,Other,146689.0,,14436982.0
299,429,NonResidential,Large Office,7,DOWNTOWN,47.61108,-122.34217,1923-01-01,1.0,11,102846,0,102846,"Office, Retail Store",Office,93879.0,96.0,6047637.0
300,430,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61304,-122.34059,1925-01-01,1.0,4,52800,0,52800,"Office, Restaurant",Office,38880.0,83.0,2500323.75
302,433,NonResidential,Retail Store,7,DOWNTOWN,47.61098,-122.33815,1929-01-01,1.0,8,861702,0,861702,"Other, Retail Store",Retail Store,509342.0,,17666646.0
303,434,NonResidential,Other,7,EAST,47.61,-122.32922,1999-01-01,1.0,5,206950,97400,109550,Other,Other,206950.0,,19105426.0
304,435,NonResidential,Other,7,DOWNTOWN,47.61195,-122.33167,1990-01-01,1.0,6,1400000,0,1400000,"Convention Center, Parking",Convention Center,1072000.0,,0.0
305,436,NonResidential,Other,3,EAST,47.61048,-122.32837,1988-01-01,1.0,9,46710,0,46710,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,,4439795.5
306,437,NonResidential,Medical Office,3,EAST,47.61048,-122.32837,1945-01-01,1.0,3,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,65.0,14009703.0
307,438,NonResidential,Medical Office,3,EAST,47.60921,-122.32425,1992-01-01,1.0,14,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,58.0,21156670.0
308,439,NonResidential,Mixed Use Property,7,LAKE UNION,47.61915,-122.34857,2001-01-01,1.0,6,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,100.0,55073120.0
309,440,NonResidential,Mixed Use Property,7,LAKE UNION,47.61915,-122.34857,2001-01-01,1.0,6,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,100.0,75073888.0
310,441,NonResidential,Hotel,7,LAKE UNION,47.62036,-122.34588,1979-01-01,1.0,5,109017,29409,79608,Hotel,Hotel,109017.0,34.0,9707963.0
311,443,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1981-01-01,1.0,5,275734,38452,237282,"Office, Parking",Office,228504.0,77.0,16373232.0
312,444,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56064,-122.32522,2001-01-01,1.0,1,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,59.0,1987934.625
313,446,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54868,-122.3255,1963-01-01,1.0,1,59090,0,59090,"Distribution Center, Office",Distribution Center,40272.0,45.0,3153949.5
314,447,NonResidential,Warehouse,2,GREATER DUWAMISH,47.5471,-122.32406,1963-01-01,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106001.0,93.0,763364.5
315,449,NonResidential,Large Office,4,LAKE UNION,47.63349,-122.32634,1962-01-01,1.0,3,158600,38400,120200,"Laboratory, Office, Parking",Office,125779.0,19.0,18471858.0
316,451,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.53764,-122.3232,1960-01-01,1.0,1,119661,0,119661,Distribution Center,Distribution Center,118733.0,97.0,775864.1875
317,452,NonResidential,Large Office,3,LAKE UNION,47.62958,-122.32826,2001-01-01,1.0,7,139200,44728,94472,Office,Office,82098.0,81.0,4342597.0
318,453,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62566,-122.34287,1984-01-01,1.0,6,95721,33921,61800,"Office, Parking",Office,95721.0,95.0,3155171.75
319,456,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62929,-122.34194,1996-01-01,2.0,5,213283,115228,98055,"Office, Parking",Office,105563.0,83.0,5661689.5
320,457,NonResidential,Large Office,4,LAKE UNION,47.64776,-122.33924,2001-01-01,1.0,3,103697,47656,56041,Office,Office,63199.0,7.0,11672252.0
321,458,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.70105,-122.32659,1974-01-01,1.0,5,74880,0,74880,"Office, Parking",Office,71751.0,56.0,5531460.0
322,459,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.69999,-122.32663,1979-01-01,1.0,6,88774,0,88774,"Office, Parking",Office,85339.0,53.0,6353294.0
323,460,NonResidential,Large Office,5,NORTH,47.69917,-122.3268,1983-01-01,1.0,5,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,91281.0,93.0,5535626.0
324,461,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.70063,-122.32487,1979-01-01,1.0,4,53730,0,53730,"Office, Parking",Office,53730.0,20.0,4742869.0
325,462,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.5671,-122.36416,1960-01-01,1.0,3,55593,0,55593,Office,Office,55593.0,55.0,4414587.0
326,463,NonResidential,Large Office,7,LAKE UNION,47.62269,-122.33224,1982-01-01,1.0,4,134056,60960,73096,"Office, Parking",Office,72066.0,54.0,4899096.0
327,464,NonResidential,Retail Store,2,GREATER DUWAMISH,47.5653,-122.33076,2005-01-01,1.0,1,158415,0,158415,Retail Store,Retail Store,158415.0,25.0,23293664.0
328,465,NonResidential,Large Office,7,LAKE UNION,47.61907,-122.33651,1929-01-01,1.0,8,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,155985.0,,48037000.0
329,466,NonResidential,Other,3,EAST,47.60953,-122.32793,1975-01-01,1.0,8,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,158738.0,,61214744.0
330,492,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62003,-122.35706,1985-01-01,1.0,4,86995,28800,58195,"Office, Parking",Office,58195.0,81.0,3018140.75
331,467,NonResidential,Retail Store,6,BALLARD,47.66057,-122.36857,1999-01-01,1.0,1,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,62.0,19031574.0
